Geneid,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_121_R11_S05#,PD_121_R13_S05#,PD_121_R15_S05#,PD_121_R5_S05#2,PD_121_R7_S05#2,PD_121_R9_S05#2,PD_122_R11_S05#,PD_122_R13_S05#,PD_122_R15_S05#,PD_122_R5_S05#2,PD_122_R7_S05#2,PD_122_R9_S05#2,PD_123_R11_S05#,PD_123_R13_S05#,PD_123_R5_S05#1,PD_123_R7_S05#1,PD_123_R9_S05#1
b0643,8.278832744,8.407578455,8.399317887,8.643396978,8.726999257,8.693967054,6.599266974,8.929381685,8.403696183,8.729739416,8.917323174,8.372914329,6.602956693,8.920283679,8.375504814,8.587435313,9.146494455,8.351607832,6.607766644,8.900243761,8.561634286,8.849047899,8.466433588
b0644,2.672795495,2.453164466,2.433695809,2.137273098,2.315392646,2.062571429,2.309518629,2.013017611,2.509690847,2.321356393,2.372151191,2.182926534,2.468416845,2.426012689,2.04542516,2.314512975,2.279465625,2.088043194,2.544718633,2.020011099,1.716199223,2.172040399,2.010576818
b0645,0.623069866,0.754476077,0.481957586,0.435279703,0.433700909,0.87211836,1.222332487,0.662224488,0,0.702726775,0.469545425,0.166426822,0.749167376,0.306783071,0.443678339,0.467826547,0.340568009,0.313592194,0.486175448,0.434849963,0.313679905,1.044945126,0.69189212
b0646,1.26662219,1.281321799,1.503562685,1.362588195,1.257606959,1.197782601,1.407375006,0.900288006,1.478387906,1.205917385,1.100521346,1.145663975,1.497113374,1.081365399,1.414782341,1.403717357,0.99281628,1.016654262,1.641198764,1.328565455,0.973303922,1.157094258,1.189971002
b0647,1.14133207,1.460913644,1.513623559,1.559142659,1.132900291,0.539994118,1.757487628,0.919705569,1.580977264,0.714108239,1.485066,1.441388977,0.605119951,0.381025107,1.249741653,0.98348046,1.130135365,1.162807899,1.684903129,1.033561191,1.25956015,1.236590877,1.677235337
b0648,1.720555578,1.958092496,1.63941734,1.691725657,1.928105847,2.297044656,1.584892577,0.860390103,1.911621239,1.958604873,1.833694611,1.784717189,1.668405994,1.752519425,1.356308835,1.976920787,1.646181233,2.055326913,2.161231258,1.581768072,1.557283142,1.589012064,1.57011432
b0649,3.915592094,3.757953998,3.532644688,3.800774928,3.765213124,3.716598088,3.959958053,3.837239785,3.733128337,3.706725122,3.864672478,3.397735448,3.808722252,3.746324322,3.782209028,3.840210828,4.062557566,3.436469538,3.875553511,3.694827678,3.773109483,3.791434149,3.438604692
b0650,2.911215376,2.954802938,2.806107358,2.492024556,2.688906535,2.761254607,2.605022757,2.749762658,2.3990246,2.718960037,2.597542277,2.871955095,2.683272398,2.921397555,2.581020573,2.716298805,2.814639191,2.557405095,2.818798373,2.879555086,2.60734472,2.766937847,2.42774141
b0651,7.179115482,7.115949245,7.187945539,6.332009488,6.499589684,6.424268463,6.592493788,7.171075815,3.62710216,6.237142665,6.827890831,6.677641985,6.535580765,7.095563411,3.594061792,6.279474332,6.747372157,6.70594809,6.46098307,7.223751739,6.424167617,7.128891705,6.664680753
b0652,6.8344208,7.047855926,6.840353581,6.00177381,5.964533704,5.852971978,6.362142134,6.361683757,5.504290601,5.745064516,6.388533237,6.004484141,6.331639359,6.336913458,5.419056582,6.10293215,6.439881387,6.067406577,6.346473677,6.37682833,5.951191876,6.369582975,6.063841334
b0653,6.465832407,6.397496696,6.460884425,5.611692036,5.686964549,5.55949167,6.069210579,5.981847216,4.982367158,5.367563046,5.865277159,5.598536314,5.976924947,6.002854451,5.154608767,5.418931935,5.825652192,5.797697428,5.939829489,6.183938271,5.63021438,6.216455595,5.766762765
b0654,6.422374185,6.373675556,6.352641059,5.653969765,5.701639343,5.541083349,5.887902237,6.082988492,4.988846625,5.240972085,5.829503837,5.62549309,5.867261871,5.980601354,4.713092366,5.278599852,5.571517463,5.748908975,5.924322319,6.161523262,5.567165939,6.144879849,5.786937899
b0655,9.319450005,9.447579649,9.47918707,8.955050862,8.968002833,8.976955304,9.27008754,9.495391022,7.86121654,8.772831269,9.226239801,8.925512389,9.27203045,9.432242794,7.816080878,8.853977382,9.150216279,8.930336153,9.280067654,9.447691874,8.918992237,9.476542182,8.985490418
b0656,7.308864848,7.14289269,7.347039906,6.900855973,6.979144413,6.957588236,7.064135515,7.26950649,6.713244299,6.863299939,7.105020509,6.887353234,7.104301964,7.197086516,6.713462795,6.82234795,6.82316289,6.917970874,7.176627494,7.362703541,6.997859786,7.295585461,6.925495725
b0657,6.077522487,6.068645003,6.050131004,5.803963222,5.904159377,5.814545237,6.047381005,5.757932386,6.254790205,5.816974757,5.652892068,5.969279895,6.035246659,5.642212667,6.286884805,5.91040946,5.647244468,5.903620553,6.023052593,5.661842546,5.738823255,5.681688168,6.015679904
b0658,8.44100314,8.47724057,8.567446486,8.313059881,8.37895625,8.292005319,8.364590358,8.227333071,8.818277797,8.237770998,8.104376468,8.317494091,8.364514559,8.126455306,8.803047892,8.268564763,8.120466884,8.324856501,8.449968828,8.302810467,8.42104456,8.265824304,8.338461997
b0659,7.249563392,7.348095855,7.221202371,7.244102972,7.207326165,7.224838645,7.091035121,7.246692222,7.767779611,7.331553281,7.138117238,7.422504796,6.991786781,7.150285697,7.826915868,7.296985586,7.234949073,7.380737539,7.056990918,7.055032709,7.189320503,7.034688181,7.34536105
b0660,7.639350196,7.496747293,7.594983738,7.307822874,7.38374412,7.260368922,7.082812836,7.369948391,7.805202427,7.08524913,6.938453479,7.552264526,7.185474054,7.206011487,7.836568496,7.108768757,6.922797217,7.545135925,7.082618194,7.386763948,7.267173767,7.228536042,7.592038579
b0661,7.561671379,7.504372487,7.439872332,7.168295026,7.064868923,7.140481168,7.00726299,6.942068218,7.441841657,7.090899316,6.878333019,6.858770808,6.896282018,6.93168479,7.551892225,7.040831793,6.843389929,6.873932026,7.021065371,6.806367919,7.144248763,6.902430572,6.953910865
b0662,6.768779066,6.757671185,6.641833069,6.384523467,6.299519409,6.549922114,6.221184415,6.310097843,6.854854481,6.524447052,6.260258636,6.350642637,6.164822351,6.32886394,6.792241856,6.50306175,6.258891097,6.292770644,6.219207092,6.218929841,6.432833715,6.112924469,6.297485648
b0674,7.834255108,7.801815268,7.938594521,6.176567386,6.312681621,6.133495394,6.612218573,6.413939412,6.465656562,6.108450181,6.133219406,6.421210135,6.544600137,6.247209392,6.479655656,6.086194246,6.235111492,6.352002137,6.568182544,6.339427563,6.201694585,6.205432187,6.508929437
b0675,7.554763821,7.381576093,7.33859272,6.987986429,6.985721444,6.976319773,7.168982381,7.142852486,7.291018023,6.897854121,6.967841884,7.038796775,7.128349999,7.006131607,7.276497286,6.747921051,7.076107001,6.932002419,7.344407168,7.019827184,6.910706765,6.994616559,6.973101174
b0676,6.874751584,6.852636978,6.784580528,6.46599397,6.506983585,6.435725656,6.527062622,6.379937724,6.780284818,6.436127421,6.281787658,6.24684772,6.511688607,6.421280798,6.744195241,6.27429134,6.230867053,6.267256836,6.420505345,6.386773355,6.451881636,6.40452542,6.165859625
b0677,6.334739373,6.236911546,6.276091197,6.151626151,6.180444941,6.214108343,6.014982987,6.257792646,6.501751155,6.067152516,6.077385852,6.216953532,6.000250188,6.270788007,6.511386693,5.895586662,6.110325863,6.205255196,5.986165137,6.265606837,6.180616376,6.182564867,6.193775023
b0678,5.470121218,5.529183564,5.740685496,6.292891164,6.284987109,6.272953751,5.220948534,6.386998931,6.416069067,5.877771691,6.028171728,6.425423111,5.126813849,6.280923533,6.441794434,6.08338063,5.821215325,6.452767219,4.970078844,6.554089562,6.151603141,6.309605162,6.470613273
b0679,5.278372337,5.561253737,5.48227515,6.225099733,6.274821593,6.25794146,5.919699174,7.110830138,4.404420934,6.068018944,6.872762182,6.708134756,5.909776699,6.963651011,4.484514035,6.076468027,6.821679299,6.931281177,5.847682811,7.168321505,6.168304514,6.962145065,6.932047807
b0680,8.181342101,8.166095552,8.135745856,7.922443037,7.982254094,7.981565536,8.331395058,7.898128197,8.288304381,7.803158901,7.586179049,7.887814915,8.315270859,7.803276432,8.226966915,7.810313603,7.647799141,7.855141217,8.238588067,7.85147891,7.942040977,7.808997101,7.879392084
b0681,1.785014047,1.620229901,1.55057757,1.774801277,1.745416004,1.627209798,1.456435014,2.753865574,1.257006379,1.988588194,3.372357508,2.152382329,1.705352285,2.917948849,1.361921826,2.160039045,3.249092078,1.997583136,1.624645895,2.811131148,1.732078435,2.914456332,2.237570855
b0682,2.712619916,3.221868691,3.125811824,3.108529349,3.060031509,3.121833943,2.562496067,2.965448874,3.260197524,3.754983163,3.178089743,2.713609391,2.846214971,3.242580924,3.54281233,3.862475194,3.833802151,3.15143292,2.989325571,2.603487466,3.193891288,2.935591316,3.211175682
b0683,10.21101018,10.1466465,10.20121499,10.20208312,10.20600207,10.10983334,10.21071035,10.33185241,10.19198759,10.05285578,10.28304662,9.94234048,10.27238343,10.53142875,10.17997965,10.32768394,10.60605404,10.0275632,10.26717702,10.42167468,10.16990113,10.47146101,10.12901715
b4637,9.5495287,9.670721331,9.467381462,8.950994148,9.130233549,9.114093182,9.329364305,9.263087366,9.252434503,9.080392296,9.091956615,9.376583816,9.594966153,9.053301074,9.182842776,9.271862356,9.226477648,9.021444864,9.29261725,9.222534305,9.119962882,9.615765552,9.089790638
b0684,8.819106946,8.878779511,8.932509066,8.635832502,8.668423742,8.572685237,9.072489454,8.714070255,8.835236274,8.542493879,8.613446602,8.803274836,8.978035391,8.758331172,8.922111179,8.738407454,8.657970861,8.839544893,8.943628146,8.69368362,8.680048362,8.69851711,8.793103274
b0685,5.74634115,5.839239554,5.607578568,5.183370698,5.131863109,5.242223035,5.590858531,5.161467325,5.36463818,4.907715687,5.008419956,5.022684788,5.581670825,4.884123601,5.605570886,5.356496798,4.609002837,4.945776117,5.319122217,5.247582539,5.15006883,5.47669611,4.743436745
b0686,6.041382188,6.018751016,6.041144899,5.856227921,5.711199816,6.005284897,6.082230799,5.679360002,6.080896882,5.772612181,5.654403598,5.783790425,6.135666196,5.641026752,6.185023431,5.894576967,5.659059762,5.7345602,6.198553047,5.667059488,5.741076496,5.649705276,5.640018254
b0687,8.412359226,8.280032824,8.373026242,8.419033647,8.48310682,8.324768871,8.340361845,8.592759131,8.433132859,8.266593517,8.27733515,8.429395091,8.525944496,8.572738501,8.380581189,8.246989874,8.096717739,8.434229344,8.422424428,8.740780951,8.428755764,8.65568858,8.362532958
b0688,8.08916786,8.048464536,8.125131276,8.269516045,8.290905813,8.233412763,8.339012081,8.43177171,8.36942316,8.107050306,8.161352763,8.183277755,8.321655647,8.334346501,8.315535937,8.151269445,8.156114508,8.239705065,8.34454338,8.389513681,8.240902249,8.376867622,8.218400607
b0689,1.889091223,2.358145704,2.778675738,2.511298804,2.973644856,2.758854381,2.866487828,2.906662477,2.774109035,2.753778212,2.89122272,3.120219564,3.167521125,3.050756443,3.037396369,2.921072659,2.662559959,3.021327097,3.233635738,2.849072365,2.55172897,2.717288006,3.128597646
b0691,1.465885282,1.134533819,1.446502073,1.605357486,1.407479578,1.840019248,1.731163347,1.333686999,1.500103636,2.001124965,1.628433377,1.762845801,2.139467837,1.730851404,1.564607992,1.169721792,1.374412046,1.638054025,1.965478498,1.264691441,1.040231291,1.782937341,1.381992667
b0692,3.833347376,3.781340865,3.714387225,3.880314075,3.640860503,3.960689637,3.343873093,3.657969116,3.860735239,3.683547637,3.869617576,3.489430029,3.681613104,3.803550071,3.97655057,3.57147506,4.018742222,3.43725814,3.743579257,3.615618021,3.748532337,3.845046041,3.463934849
b0693,2.061373756,2.080472501,2.038241067,1.530963006,1.653202111,1.337809794,1.347845565,1.542515931,1.679912775,1.688241588,1.831710798,1.201104285,1.484110125,1.595332519,1.51342193,1.810447949,1.463285491,1.443497287,1.466376627,1.69037164,1.358359956,1.960096264,1.497158794
b4590,0,0,0,0,0,0,0,0,0,0,0.43495805,0,0,0,0,0,0,0,0,0,0,0,0
b0694,4.811181627,4.864076244,4.707491294,4.773776681,4.653630858,4.616786331,4.088365123,4.562463128,4.785966933,4.204158827,4.469618122,4.267466903,4.068931464,4.352145517,4.745164772,4.217136246,3.975989661,4.267160894,4.258004518,4.363957125,4.471012646,4.321861941,4.439138675
b0695,5.524928508,5.469129634,5.528172515,4.936564995,4.95383523,4.906675657,4.567460394,4.798005335,5.145373888,4.936481832,4.886081615,4.645046668,4.489998049,4.832438698,5.157312343,4.930339493,4.826860259,4.644349437,4.535428345,4.704616836,4.88884533,4.763855901,4.696281799
b0696,5.545892,5.44671516,5.358385621,4.179170944,4.26298692,4.576806577,3.465822106,4.203067042,4.628976056,4.563326255,4.484694364,3.982419897,3.636992226,4.225944234,4.752347991,4.713741784,4.362794181,3.916486121,3.794270919,3.796448125,4.282133704,4.12891183,3.963427595
b0697,3.081612603,3.119587266,3.139462609,2.695092824,2.716801168,2.643031184,2.686167191,2.658512701,3.151338795,2.673075984,2.52123537,2.408586476,2.701503319,2.449452339,3.170578735,2.674043781,2.631806393,2.53157481,2.64654614,2.448051601,2.293470424,2.446164389,2.404731801
b0698,1.313202634,1.573304865,1.295055009,1.164291267,0.955591042,1.072949555,0.839499194,1.570932353,1.306299172,0.80173515,0.942554752,1.542732274,1.026167723,0.723681297,1.599550426,0.979641807,1.049485618,1.223395134,0.840701273,1.029588337,0.982472032,0.92555285,1.266334353
b4513,1.044249248,1.660754897,0,1.509417931,0,1.519193185,0,1.502330029,1.530862137,1.572782538,1.593304398,0.972251703,0,0,0.959159725,0,0,0,0,0.942923378,0,0,0.976899202
b0699,5.41169683,5.102960838,4.904056409,3.040401802,3.608229968,3.311185785,3.129628133,3.227746981,5.394991737,4.313912714,3.580641499,3.966948381,3.549867175,2.903694845,5.807576082,2.997645781,3.270732153,3.794086185,2.353832504,2.635447218,3.083433212,2.644568659,3.855096042
b0700,3.411792521,3.42831654,3.371798133,2.479681894,2.723430811,2.68408001,2.872707668,2.866622846,3.108226197,2.979348682,2.994575351,2.787329664,2.912286558,2.851984783,2.946074813,2.896151692,2.857515503,2.716834689,2.580960903,2.815021333,2.570589289,2.774756361,2.576719842
b0702,1.117360439,0.920288868,0.363180316,1.011975432,0.325501876,0.329790958,1.107457631,1.006470531,1.201742328,1.061454355,0.87410463,0.338844474,0.372745849,1.018665109,1.2012113,0.634934213,0.898957621,0.838780494,0.901207397,0.816911753,1.210786843,0.596068912,0
b0703,1.900534606,1.356317867,2.047283634,1.071224386,1.14536578,1.523118243,1.291692744,1.47671734,2.029778904,1.849095469,1.713285574,1.610034079,1.144110272,1.33389289,2.049865324,1.680892742,1.602920108,1.250092168,1.129012484,1.729312664,1.35550355,1.489662135,1.644717492
b0704,2.466946126,2.729467511,2.98136258,2.741287175,2.340730262,2.903609346,2.655183239,3.091690146,2.831124732,2.505156284,2.681475701,3.103321294,2.13179123,2.720702404,2.918299771,2.602821837,2.534906588,2.750615146,2.538918523,3.075174297,2.342728658,2.651421866,2.830892173
b4514,2.12906607,2.575183474,2.332829647,0.724096001,0.980896637,0.730050037,1.077589954,0.404325917,1.585316733,1.259400079,2.071797225,1.43160748,1.328966776,1.985659669,0.999795877,1.47114914,0,0.743405002,0.455090283,1.849790865,1.008270496,1.209193404,1.437569779
b0705,1.618506919,1.247342821,1.55538256,0.769218181,0.303103903,0.707212427,0.530482445,0.95011998,0.848534983,0.504249592,0.513404396,0.4932219,0.125355303,0.902115063,1.028707213,0.328089148,0.340568009,0.490224934,0.985175456,0.768536238,0.490354271,0.30601276,0.577557512
b0706,1.527077835,1.880096306,1.789463024,0.726335685,0.815819117,0.732303861,0.993496167,1.058302398,1.003103363,1.190822757,0.562230611,0.749887427,0.915027738,0.731587289,1.356841267,0.560233497,1.079456328,0.537230729,0.69648161,0.985882865,0.745871531,0.99127187,0.652408184
b0707,6.383426428,6.176722397,6.199654838,6.633266787,6.736679921,6.552687898,2.342515156,5.712369949,7.658740169,6.385296969,5.365596813,5.875633033,2.964402529,5.784247763,7.814442997,6.345022206,4.880739262,6.019548395,2.905004306,5.807860428,6.82799013,5.977186901,6.087012359
b0708,5.099450084,5.04209238,5.020858352,5.400342097,5.262531031,5.238558289,3.972795183,4.735243653,6.376690855,5.253108181,4.61349789,4.845934355,4.107458281,4.745865164,6.384061706,5.145649365,4.691657784,4.80499349,3.963067155,4.790668699,5.34647884,4.816313551,4.842772534
b0709,6.406004563,6.193900111,6.140402986,4.873870753,5.017274326,4.758508503,5.556125677,5.512151152,4.507510755,4.907950929,5.493255767,5.217901392,5.503484479,5.579150003,4.8484611,4.760519877,5.090501112,5.024586503,5.747115758,5.566279436,4.829890904,5.381762343,5.260689419
b0710,7.6961058,7.623980593,7.524040068,7.783248781,7.788137534,7.84571909,8.033993344,7.826914153,8.157176647,7.542984376,7.550335114,7.735537614,7.928936689,7.757121027,8.074856716,7.661364632,7.605128986,7.582076181,8.039497019,7.879190856,7.922661484,7.807703757,7.810403587
b0711,7.815355535,7.678720766,7.717258798,7.819689099,7.85505088,7.802807591,7.972317171,7.804752958,8.217419313,7.55921657,7.480253392,7.681161777,8.005913249,7.824769045,8.060971639,7.580586317,7.532977042,7.655940191,7.91434479,7.989234494,7.776633072,7.85923824,7.730769706
b0712,7.343348965,7.217732411,7.223867582,7.149000777,7.227381407,7.31184801,7.508565167,7.360878235,7.602838583,7.003879659,7.071445973,7.203780227,7.558720956,7.236278293,7.616038246,7.031504997,6.981502317,7.106457302,7.539844853,7.321983847,7.223577703,7.272152656,7.187526139
b0713,6.35363416,6.38754651,6.337212042,6.240923318,6.275341974,6.169078317,6.617923032,6.33211918,6.629188463,6.299058038,6.119985198,6.149005696,6.519863862,6.232253081,6.592408906,6.072293327,6.385167073,6.231503551,6.469615463,6.096573201,6.146383677,6.206213691,6.179729593
b0714,4.8401489,4.522726484,4.76755786,3.684624459,3.655291253,3.756248413,4.309682188,3.417613928,4.848345317,3.898519533,3.279692051,3.947526274,4.39809473,3.32224126,4.915695811,3.760719864,3.443296132,3.593281581,4.363380346,3.585701066,3.854105461,3.491139729,3.699646611
b0715,2.98912225,2.696433943,2.841752977,1.887128908,2.541504748,2.392682832,2.312332866,2.327081281,2.114295005,2.685280215,2.3919525,2.615053664,2.109282561,2.015897465,2.611919738,2.154919567,2.411728117,2.82269504,2.314508335,1.916548632,2.256231568,2.122805017,2.872908099
b0716,1.852286484,1.906149945,2.286358685,1.9325842,1.634204885,2.057704079,1.473864062,2.117623932,2.20258121,2.03423402,1.762783175,1.482008425,1.709029567,1.752519425,2.070595656,2.022969526,1.801178121,1.634245721,1.521079753,1.9014909,1.811346378,1.607774716,1.721370978
b0717,1.908464277,2.071314825,2.073853648,1.497816542,1.852479658,2.079195796,1.894970558,1.60248796,2.011734184,1.831836239,1.455980385,1.475757701,1.511664826,1.772421567,2.241865439,1.945581049,1.734337319,1.696055801,1.680491275,2.317814701,1.937544071,1.382034807,1.600311983
b0718,1.312714929,0.906325055,1.102414775,0.718153344,0.829931529,0.919900655,0.85578647,0.881563456,0.790301003,0.875721084,0.97393961,0.741502044,0.959875344,0.782031643,0.84670202,0.669760436,0.914992321,0.767409729,0.761607488,0.804115364,1.201316624,0.993418059,0.682702799
b0719,1.332026899,1.691734446,1.214576095,1.302076001,1.116193798,0.917407054,1.583874469,1.457180946,1.035461512,0.956332521,1.546625448,1.247406978,1.238911621,1.309960986,0.20147001,0.711669669,1.660396075,1.642580122,1.58568993,1.017858383,1.241669299,1.218907229,0.691310408
b0720,11.78974565,11.64345194,11.69859057,10.44686994,10.59256852,10.50876651,11.48546336,10.78711795,9.842351009,9.960640465,10.30713251,10.73901447,11.63543304,10.70039457,9.613948057,10.13020217,10.06905614,10.75179194,11.43763312,11.11035199,10.50392727,10.88127583,10.83356034
b4735,8.549103114,8.442080267,8.364087709,6.834480925,6.798980081,7.057415094,7.966320873,7.689638992,7.083563433,6.808402093,6.751596417,7.470442358,8.094095379,7.713702487,6.576185323,7.021199685,7.171195564,7.584972597,7.610264159,8.12944776,7.18082093,7.725620315,7.586656134
b0721,12.29300393,12.13151658,12.26659305,10.6242825,10.7805298,10.63502178,11.93610685,11.07454737,7.716358815,10.45103301,10.92013015,10.81814348,11.88777211,10.94901641,7.833132369,10.37093294,10.63154576,10.88108556,11.8862899,11.02580336,10.66140293,11.27793888,10.82653685
b0722,11.85950044,11.65320611,11.67553319,10.01759712,10.16016684,10.05013395,11.47448807,10.47511663,7.238657962,9.742661828,10.23002432,10.21204334,11.39149806,10.33965251,7.443990203,9.854023493,9.97922271,10.26124639,11.42455296,10.41273868,10.0480368,10.69442846,10.33520601
b0723,11.58807628,11.56877021,11.60764704,9.689857224,9.73678782,9.67943249,11.28406292,10.14249204,7.055263295,9.589481635,10.07793478,9.953320524,11.21075557,9.966812522,7.069389845,9.576850918,9.963442059,10.02667354,11.22744805,10.02960372,9.643506293,10.25130623,9.978374744
b0724,11.4077532,11.39267481,11.33807893,9.420997284,9.485862442,9.409424073,10.96633626,9.841442862,6.652748488,9.35432918,9.942012864,9.725651354,11.01072091,9.702181899,6.748808111,9.33028032,9.979473753,9.736932108,11.08677129,9.812407601,9.390323224,10.06223527,9.721044883
b0726,11.1509875,11.08899713,11.18746008,9.588133238,9.725933622,9.65331169,10.98194954,9.665046392,7.686016642,9.389095365,9.516260876,9.484809077,10.99092774,9.462869957,7.524216051,9.392561866,9.342911651,9.56737927,10.90554939,9.660658306,9.582683156,9.922367722,9.530140773
b0727,11.58076374,11.50448085,11.59919817,10.06422667,10.1529952,10.13675761,11.55188163,10.11477106,8.244871916,9.874040371,10.02527243,9.956700992,11.54023462,9.910657888,8.160209772,9.853387038,9.820424932,10.01868278,11.48530152,10.01993136,9.980137562,10.30635287,9.973565363
b0728,11.54961579,11.45549997,11.55741211,10.09380113,10.20376151,10.20238439,11.7346282,10.10071852,7.901571758,9.86287197,9.984184823,10.0928586,11.71426221,9.912554454,7.836360546,9.865338826,9.858538638,10.15175324,11.68597279,10.08073007,10.05992386,10.36832768,10.10485897
b0729,12.07243836,12.00476032,12.08087777,10.60448771,10.67479356,10.69907928,12.18578033,10.52447286,8.428143651,10.36652602,10.46085148,10.55864205,12.2579813,10.42782001,8.250163752,10.34932561,10.44053676,10.60684209,12.10456624,10.57981654,10.5314857,10.83280377,10.5739884
b0730,4.120784735,4.17698008,4.423321332,4.556507643,4.338525731,4.398877962,4.767764717,4.69961091,4.729071634,4.656128939,4.628284675,4.668271135,4.817687714,4.481997162,4.715315355,4.651338977,4.58944592,4.77565489,4.756492311,4.650365206,4.407079081,4.478151712,4.578942215
b0731,1.235151554,1.12496561,1.02973546,0.629023889,0.461287484,0.819380287,0.466721233,0.773387713,1.111884233,0.57960877,0.545172699,1.066762345,0.475192882,0.42160791,0.640407624,0.497233368,0.60826943,0.724326354,0.780341905,0.812171494,0.646489295,0.63228661,0.842689835
b0732,4.354396079,4.38591122,4.304798236,3.771155649,3.711187993,3.713268731,3.804547696,3.770982301,3.808356814,3.760265492,3.608972079,3.636639652,3.713102804,3.822921674,3.777251899,3.647414088,3.81729955,3.453190781,3.832750869,3.933340818,3.646439358,3.697330504,3.445174623
b0733,9.608659435,9.579305308,9.586172556,9.10966579,9.183652838,9.167610762,9.425975307,9.20009669,8.800522609,8.983595536,8.964077597,9.329973004,9.346395697,8.895285183,8.797303759,8.897650212,8.681507638,9.388798563,9.480740312,9.240370094,9.0707703,9.231391982,9.400095274
b0734,9.561355668,9.550553838,9.636174249,9.178142559,9.291551147,9.241191432,9.433884007,9.265136351,9.012578916,9.089354737,8.995088605,9.33291147,9.462184363,8.967713267,8.981322533,8.93148805,8.760971348,9.412926449,9.46228077,9.285059541,9.098460853,9.267676326,9.365616067
b4515,8.695073673,8.774507218,8.78769239,8.522452405,8.693810886,8.644907136,8.908145723,8.770096999,8.487946792,8.618743693,8.702830342,8.74328389,8.864524373,8.425736303,8.435135237,8.611468866,8.265567309,8.760782589,8.802456573,8.576908538,8.512829208,8.576697076,8.713857655
b0735,8.266697395,8.332237421,8.390715467,8.448249677,8.603329951,8.567950388,8.773628901,8.577436038,8.414157687,8.420196802,8.487366011,8.670138506,8.765362357,8.387174629,8.499858902,8.264627114,8.193473361,8.73000709,8.855623141,8.42543119,8.34050073,8.494327379,8.747812337
b0736,7.46267699,7.424449515,7.311609874,7.618911423,7.496878407,7.46127888,7.571770944,7.191940056,7.682959837,7.716487399,7.578060178,7.189096177,7.626566916,7.284637752,7.696689968,7.521963431,7.597662611,7.270881594,7.786157031,7.030708093,7.458831155,7.195788572,7.135866834
b0737,7.016149387,7.104207387,6.999659336,7.0348114,7.110854775,7.115516527,7.403905574,6.850298008,7.399632662,6.950916447,6.772635572,6.948934763,7.460592966,6.782079186,7.336575701,6.931290016,6.872234611,7.048153672,7.429635191,6.772076661,7.064732966,6.856820064,6.964145149
