Geneid,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_121_R11_S05#,PD_121_R13_S05#,PD_121_R15_S05#,PD_121_R5_S05#2,PD_121_R7_S05#2,PD_121_R9_S05#2,PD_122_R11_S05#,PD_122_R13_S05#,PD_122_R15_S05#,PD_122_R5_S05#2,PD_122_R7_S05#2,PD_122_R9_S05#2,PD_123_R11_S05#,PD_123_R13_S05#,PD_123_R5_S05#1,PD_123_R7_S05#1,PD_123_R9_S05#1
b3244,6.609758598,6.599966566,6.466898578,6.68521191,6.657278489,6.65591971,6.431612677,6.550789649,7.101898371,6.754814224,6.624815618,6.556991058,6.448526561,6.654967426,7.121203404,6.80119641,6.840634001,6.5114412,6.477299753,6.522630745,6.77416453,6.527961496,6.599008129
b4472,5.088558139,4.921476823,4.901457247,4.745441376,4.816303808,4.843349203,4.678650005,4.536051317,5.373173437,4.867676271,4.652295035,4.760281078,4.804023752,4.643135292,5.449573207,4.871660625,4.884676813,4.543413309,4.78776337,4.509411637,4.818209371,4.564763329,4.684479359
b3247,7.033551224,6.977400225,6.898612877,6.74997909,6.743964369,6.704517667,6.56313323,6.384413571,7.397744386,6.652853435,6.489741767,6.521523952,6.514699379,6.538874181,7.369332479,6.80568835,6.674956152,6.571038235,6.55105651,6.367186456,6.810496661,6.424538322,6.589783063
b3248,6.499688524,6.474869788,6.477206371,6.559599192,6.553592445,6.563739733,6.399654381,6.428332648,6.957130532,6.847348247,6.681364958,6.398567389,6.331375046,6.302834641,7.041705556,6.858560242,6.852560354,6.290364045,6.241651116,6.194879237,6.568917078,6.17499387,6.250037171
b3249,6.234488516,6.277837169,6.107595772,6.414517351,6.39697369,6.331246988,6.1783603,6.139480173,6.910340242,6.716033664,6.366328383,6.285606282,6.108846839,6.014317323,6.896840526,6.596257133,6.370261865,6.336260548,5.929632347,5.684309343,6.38909425,5.907216716,6.30148241
b3250,6.441403219,6.548615899,6.43124144,6.256141062,6.336998699,6.326741119,6.666035226,6.052574562,6.949740503,6.424936651,6.06322048,6.526656588,6.594228437,5.975483048,7.058674682,6.374348684,6.173986159,6.484134591,6.620562304,5.943307097,6.308656246,6.077291479,6.47587927
b3251,9.109291037,9.067477854,9.083862702,8.926182283,8.967272253,8.973873443,9.230119139,8.834172083,9.215554275,8.946417566,8.80581783,8.829197867,9.08835641,8.76572993,9.25707281,8.861367625,8.706777253,8.829065755,9.189177005,8.768606691,8.919123466,8.77575885,8.756379051
b3252,6.430662471,6.325327806,6.253244418,6.271681234,6.230893132,6.207641603,6.473731039,6.30342207,6.222747384,6.18925297,6.428335728,6.37464125,6.499064968,6.548565321,6.334897389,6.230625669,6.34290998,6.339361671,6.595326436,6.406509793,6.182407193,6.430281734,6.429787872
b3253,5.205124918,5.194564989,5.24285161,5.438500012,5.696179672,5.801761149,5.236198182,5.531723681,5.969440651,5.389687228,5.285000145,5.311531673,5.247159041,5.657272224,5.63067439,5.3130071,5.29223212,5.552391733,5.094775249,5.844287444,5.634488983,5.718241574,5.408374177
b3255,8.834472219,8.821126555,8.908570132,8.400293633,8.488305898,8.370132668,8.683131399,8.759519581,8.716787027,8.342405727,8.521996177,8.668955665,8.601622185,8.559561274,8.511353889,8.348367395,8.494284019,8.553916959,8.490283982,8.716550652,8.299917928,8.727993676,8.42554159
b3256,8.361480672,8.275770534,8.223405676,7.912404387,7.947427234,7.854023739,8.122339674,7.999831733,8.292493284,7.795981734,7.94278693,7.949431871,8.040126101,8.009728032,8.288655568,7.792430163,8.065251048,7.985863428,8.059511653,7.934164451,7.927518046,7.942079689,7.962595016
b3257,4.731928187,4.524723762,4.367776191,4.825899821,4.421930461,4.674600874,4.692691874,4.669025915,4.942207739,4.810535009,4.802122018,4.88267966,4.86629279,4.692262715,5.26368772,4.796147706,4.265305789,4.837392439,5.123456329,4.841600455,4.584845718,4.609218278,4.66590805
b3258,4.420335956,4.09420628,4.176627605,4.518724551,4.450350038,4.551021119,4.371401443,4.29937447,4.877858648,4.324362,4.219662674,4.489535886,4.400364464,4.313979855,4.947054737,4.338901093,3.771686647,4.561469675,4.427374357,4.299841927,4.54370132,4.237116948,4.447906982
b3259,6.145836778,6.188115617,6.182644317,6.153866215,6.095388727,6.10426246,5.890612674,5.809504137,6.618753242,5.96718511,5.776934502,5.775785202,5.795500868,5.675765379,6.600739246,6.055051269,5.737781138,5.82880059,6.010702781,5.808972199,6.159428051,5.805034917,5.790236873
b3260,9.531612132,9.437864902,9.346756038,9.268398715,9.274363753,9.189654504,9.009476498,9.523436059,8.853067753,9.151025866,9.432319103,9.319651365,8.895230792,9.54523769,8.971207492,9.22875984,9.593390386,9.239015597,9.036605263,9.513672442,9.222368079,9.486889069,9.32626433
b3261,9.48567041,9.542732027,9.390971606,9.55423155,9.540630756,9.55955334,9.096283036,9.825755839,9.323270476,9.260874213,9.494765935,9.589688992,9.058018323,9.65647791,9.381084309,9.388617785,9.58802605,9.491571748,9.133764045,9.836800041,9.452031698,9.656993763,9.505572386
b3262,3.561079085,2.945851836,3.320549571,2.847645029,2.765140374,2.879332701,3.099763585,2.981313206,2.695235045,2.873023193,3.202630795,2.860069584,3.280143893,3.208788367,2.836964978,2.748424768,2.708872499,3.195036265,3.102169537,3.072213268,2.999056113,2.737874643,2.980480248
b3263,4.440600884,4.428764348,4.375829066,5.227944834,4.690927583,4.903412391,4.423029923,6.085434407,2.39274755,5.852370926,6.882753211,5.337636562,5.183816144,6.147697639,2.927752455,5.761069057,6.205260581,5.183297871,4.353301784,5.993777222,5.239520283,5.741754656,5.509018163
b3264,0.518643872,0,0.770559249,0.170384925,0,0,0.890825293,0.6978258,0.469632891,0.851366215,0.496495218,0.606251549,0.368279864,0.171865764,0.329224313,0.862386271,0.64952652,0.175861702,0.776701017,0.46010932,0.721063153,0.463084176,0.728721642
b3265,0.993304443,0.944179074,0.917760456,0.89628947,0.652390662,0.28401024,0.923455977,0.891237431,0.287222112,0.546403801,0.95661797,0.676333045,0.937916211,0.724134849,0.450916401,0.894264835,0.79289386,0.800937744,1.099868367,0.654000316,0.672625698,1.008096685,0.80942331
b3266,3.316176114,3.297963381,3.215744711,3.179031896,2.972754491,3.113461117,3.159386282,3.152161466,3.115679142,3.332355033,3.190308623,2.729443084,2.910753529,3.237017011,3.237131739,3.039112878,3.358743992,2.63322068,2.886772428,2.976612693,2.924140287,3.085597464,2.76752411
b3267,6.238482244,6.10689316,5.94761223,5.207138456,4.910692874,5.264995874,5.939640148,4.715105941,4.463773848,5.210481421,5.255983733,5.745359477,6.028340256,4.874674887,4.982855049,4.922049862,5.212894249,5.826592811,6.111858305,4.803469085,4.852225957,4.693070148,5.701226477
b3268,3.188223881,3.282683054,3.005741069,6.532094509,6.587943214,6.585640145,2.746234,7.364246756,4.081323949,6.485506791,6.12735263,6.301435683,2.791886491,7.381924496,4.059072797,6.533382542,5.964079886,6.449064036,2.7485518,7.512433941,6.586769402,6.424072053,6.534988779
b3269,2.214073838,1.925351562,1.945217264,2.927829886,2.868254452,2.756006242,1.830045381,3.081835837,2.33014421,2.840950497,2.655238848,2.965585893,1.679032987,3.303117039,2.130571234,2.701819147,2.718503002,3.122328525,1.92612859,3.148335553,3.035826021,2.590812789,2.831678717
b3270,2.18605632,1.679397139,1.859350128,2.595499955,2.516754926,2.571603882,1.243679122,2.531502784,2.323398293,2.233492614,2.207317279,1.963985988,1.50272806,2.823380924,2.231004228,2.202464499,2.275569276,2.313403824,1.296465569,2.71470654,2.543109371,2.282157997,2.417177678
b3271,2.842418871,2.615144136,2.841255088,3.395990351,3.329207721,3.348232602,2.801060637,3.528765682,3.21572093,3.163749891,3.246743052,3.185583008,2.747533437,3.509465667,3.143563872,3.346301659,3.295272751,3.063627829,2.550754087,3.616583206,3.33086979,3.009543574,3.081108874
b3279,7.422410269,7.386666353,7.40219585,7.923036613,7.930281493,7.890965058,7.870404688,7.943836518,8.231339775,7.96198103,7.820664332,7.958276139,7.846196135,8.015038601,8.270298755,7.929800302,7.718136788,7.908500102,7.925626214,7.890804762,7.929261202,7.771342975,7.894385046
b3280,5.586826159,5.382758602,5.133591191,5.715422095,5.500451706,5.685250448,5.736569073,5.043121828,6.475693198,5.718792647,5.421987752,5.532902634,5.684936442,5.148199391,6.40358289,5.798483015,5.588778838,5.49104265,5.431421015,5.066055064,5.718445495,5.409338317,5.53166678
b3281,6.206388123,5.993595445,5.906301089,6.198834538,6.285470197,6.324886817,6.106111382,5.639417368,7.017179063,6.179995925,5.630828782,5.901374963,6.138504912,5.764445872,6.930491227,6.204266039,5.683894395,6.032028465,6.111207135,5.716845172,6.430327156,5.816472172,6.056188087
b3282,6.821770635,6.591175626,6.505400582,6.739921546,6.783930774,6.79155228,6.669846002,6.070781807,7.305168958,6.507012373,6.004844837,6.437369595,6.688247513,6.338542711,7.263041805,6.638030615,6.154582354,6.514921303,6.64900939,6.302810417,6.798116452,6.368098226,6.493739585
b3283,7.86456449,7.750009667,7.649595186,8.31492837,8.283694747,8.2456827,8.04352255,8.12798133,8.306242907,8.316595699,8.209057944,7.953027499,8.029421425,8.145794038,8.298868515,8.465236091,8.178239531,8.072216016,7.989033763,8.048380661,8.295502196,8.248669997,7.996395032
b3284,8.87390068,8.959643728,8.994101594,9.732531402,9.74713357,9.736509635,9.298041975,9.75191128,9.420375187,9.714191673,9.674347747,9.411052136,9.252029441,9.629377219,9.499513845,9.629430602,9.823937401,9.449026185,9.343923538,9.63911489,9.719074291,9.675408137,9.455677543
b4473,6.556764169,6.711045014,6.411443033,7.157569254,7.242661411,7.111506596,6.804190591,7.136217172,6.858452454,7.060352039,7.061595994,6.837316685,6.744956835,7.240664476,6.890041859,7.167738675,7.149791903,7.006622274,6.794925052,7.163376117,7.305649682,7.189678399,6.907535157
b3287,8.608667302,8.616241711,8.635964393,8.877069394,8.834038469,8.819263141,8.3771519,8.744126072,9.182924755,8.823342034,8.527232874,8.58349643,8.368403603,8.739670633,9.178672146,8.75684256,8.65517867,8.534326738,8.320852677,8.698488573,8.845123208,8.624338557,8.490425632
b3288,7.631277169,7.61451996,7.719223347,7.920487771,7.970252824,7.898448973,7.336352418,7.685850691,8.309550213,7.7879459,7.519819673,7.514980155,7.332400447,7.734097388,8.307797617,7.764534297,7.41714545,7.620856309,7.364609255,7.644848285,7.903478047,7.670105554,7.54228815
b3289,6.88927816,6.808414877,6.775504264,6.739525377,6.791479425,6.728973909,6.181165561,6.118560951,7.349496332,6.581794059,6.027944472,6.282443,6.108655146,6.259671554,7.420778257,6.391734066,6.028955756,6.31749836,6.078238346,6.164424238,6.70098791,6.331997321,6.300466299
b3290,6.264686229,6.267103379,6.231981115,6.371296525,6.404723721,6.417375628,5.458800403,5.782186678,6.889645794,6.336821123,5.830532755,5.989932633,5.537197204,6.050940809,6.971918884,6.263418715,6.032959615,5.928891166,5.527393967,5.930439979,6.323895215,5.918122925,5.977677867
b3291,8.278987099,8.186982942,8.177733104,9.152382977,9.12566763,9.184217865,8.06292968,8.760536239,9.300969325,8.95710519,8.559890914,9.096973554,8.126310075,8.99143191,9.407154732,9.020672842,8.589187977,9.09987334,8.040646355,8.945581295,9.147382695,8.816904135,9.130086948
b4550,6.368706929,6.453202138,6.570369876,6.206839193,6.287159015,6.161116712,6.296152692,6.453320504,6.643986879,6.249230235,5.913566856,6.279628909,6.559538374,6.189938411,6.267751777,6.632793482,6.204278479,6.493300719,6.217456786,6.462504244,6.36222904,6.545813665,6.213622255
b3292,7.246176882,7.118215992,7.228619287,6.70602312,6.702703516,6.73166512,6.558959982,6.784051446,7.021748347,6.51951816,6.479385624,6.777706724,6.826190963,6.601203266,7.075180612,6.560171255,6.590370788,6.743175674,6.772616991,6.565841394,6.656829006,6.781025595,6.870156402
b3293,7.949190781,7.931167998,7.92936453,7.172441135,7.285271408,7.268413249,7.22026038,7.257432959,7.761016689,7.141199281,7.174246481,7.49003001,7.35317259,7.14677411,7.818647574,7.039672963,7.005179878,7.271461723,7.31871738,7.251831056,7.179855271,7.186089668,7.414122155
b3294,10.33337009,10.41492426,10.35913496,10.45862017,10.54848022,10.53171283,10.41809041,10.28533337,11.00898521,10.48181451,10.25762872,10.27066142,10.2643322,10.20283795,11.15766736,10.31333365,10.31422904,10.26213527,10.37418898,10.05413207,10.51521748,10.10434344,10.22920326
b3295,11.68427573,11.8221199,11.74475732,11.72706452,11.71084844,11.73777089,11.72166255,11.47196231,12.21633075,11.59669972,11.40558809,11.58031342,11.62199138,11.34489569,12.21539136,11.57830701,11.50275334,11.55548972,11.68880037,11.39457071,11.67152928,11.48251366,11.52936394
b3296,11.58073945,11.76926549,11.79123503,11.52011957,11.57638883,11.58846168,11.71747789,11.56837,12.20545964,11.54899902,11.32851727,11.59726991,11.69388102,11.2034232,11.9790245,11.44993746,11.36572409,11.57764969,11.57825262,11.4058409,11.54699517,11.43506505,11.39452677
b3297,11.91422616,11.92389931,11.90673438,11.83900882,11.88413613,11.94652159,11.88596803,11.79899512,12.29929511,11.75128013,11.63091167,11.68232808,11.78974841,11.62463478,12.30812045,11.59605506,11.65712714,11.71930599,11.93606448,11.64373844,11.90490105,11.64293923,11.65637521
b3298,12.32677518,12.31311385,12.28571472,12.20636087,12.17165113,12.26072811,12.28148187,12.07396546,12.55031589,12.05909755,11.89183988,12.06407649,12.1521114,12.01826851,12.5618115,11.8981406,12.03977469,12.05386589,12.19809059,12.03154192,12.18070885,12.06790049,12.06665824
b3299,11.62687125,11.71001295,11.56548701,11.85436861,11.69174997,11.78212189,11.73949475,11.44713143,12.15066903,11.76409625,11.53231582,11.44324992,11.51354051,11.5807032,12.3318914,11.8701549,11.58227288,11.4933133,11.67319298,11.25795356,11.68459724,11.51104947,11.51314616
b3300,10.99432259,11.03120441,11.01710701,11.27588964,11.26640421,11.28867136,11.20325749,10.97608171,11.72072373,11.20876196,10.928731,11.14453422,11.07674579,10.91553629,11.7552548,11.20103547,11.00193424,11.22030043,11.0527817,10.7968722,11.18323695,10.99680205,11.14051058
b3301,11.15978318,11.19849264,11.09294843,11.27114603,11.34797149,11.45432991,11.39873981,11.12220791,11.95602661,11.24648511,11.00021826,11.35492493,11.22122359,10.89393625,11.76686783,11.27785904,11.08501783,11.37417216,11.24549335,10.98704177,11.23360205,11.11709639,11.24383766
b3302,10.37424909,10.53790782,10.44304274,10.6500863,10.65516841,10.60976277,10.77650732,10.46300589,11.22558787,10.59595276,10.40050283,10.71919056,10.67937094,10.24774748,11.09987097,10.5352361,10.23524872,10.83032925,10.6188103,10.32081473,10.58602225,10.40717518,10.64693802
b3303,10.75313157,10.82835812,10.65130474,10.9604179,10.96624036,10.96634782,10.92600757,10.60856929,11.39652526,10.6658249,10.38690397,10.90623837,10.77270931,10.54963087,11.26606822,10.59443959,10.19622606,10.9246318,10.76321284,10.74168048,10.87301552,10.64345477,10.86617602
b3304,11.00011584,10.96356595,11.03508703,11.13222758,11.22486674,11.25747956,11.23682619,10.89991296,11.7563146,11.04656821,10.67719055,11.1298251,11.10742648,10.69230988,11.62197463,10.90551073,10.53893398,11.17231925,11.0877356,10.77217359,11.00712663,10.87248215,11.11290834
b3305,11.42105166,11.37594593,11.41095433,11.44545938,11.55604101,11.57484175,11.56387011,11.33581243,12.05514376,11.43738293,11.15002737,11.33667174,11.45240909,11.06323242,12.01469295,11.25512906,10.93054956,11.44790452,11.41923044,11.13945536,11.40831963,11.19967063,11.38053472
b3306,11.12494502,11.22770258,11.18373181,11.10162279,11.1871378,11.16914521,11.18780155,11.01046786,11.65993703,11.0097274,10.83329417,11.09609981,11.07002894,10.76526663,11.55034232,10.88105894,10.68097134,11.11461728,11.10720637,10.83723648,11.07641711,10.95141591,10.99877209
b3307,12.16382045,12.14134487,12.17458076,12.10320005,12.21442384,12.18948008,12.08951654,11.95118943,12.59460956,11.93805072,11.63341145,12.01689321,12.05977046,11.79180399,12.50119404,11.85275451,11.67603555,12.06934489,11.97673854,11.83538916,12.03041346,11.96888079,11.97543443
b3308,11.82679686,11.94510632,11.86308268,11.88023576,11.8436277,11.85900671,11.9081393,11.74447728,12.23738143,11.78528943,11.66092344,11.70518061,11.77686536,11.47238278,12.26079437,11.67081736,11.66776396,11.71338986,11.85152176,11.53129134,11.83924823,11.62224158,11.67410829
b3309,11.94963021,12.00871217,11.89581521,11.92100455,11.91944336,11.93829709,11.92455285,11.70039331,12.14815004,11.85914465,11.72015837,11.77477304,11.81369863,11.62846204,12.24770292,11.86466584,12.0108581,11.78852516,11.98108747,11.58130616,11.81751109,11.72484842,11.70945629
b3310,12.2173648,12.21958617,12.11691904,12.0979127,12.07155362,12.09712776,12.06865536,11.82385996,12.24358599,12.07738494,12.02909795,11.86002802,12.00477962,11.92692955,12.3739835,12.16746401,12.27427832,11.85973481,12.17351954,11.72982114,12.03871974,11.95201692,11.85569446
b3311,11.12714905,11.11794176,10.96084569,11.38001361,11.36456334,11.41241031,11.27009565,10.87480865,11.87768747,11.31600457,11.05394677,11.19215447,11.13016135,10.87870327,11.85575796,11.38200584,11.13605265,11.11253321,11.24178019,10.77681602,11.36355521,10.91518818,11.15632262
b3312,10.7597761,10.90253342,10.86143823,10.95735507,11.00098861,10.88865568,10.86173813,10.56463815,11.38200647,10.85658641,10.43366302,10.77722656,10.86170947,10.32946963,11.2490418,10.92376001,10.65477846,10.76463038,10.72195583,10.37361574,10.90809886,10.58314085,10.7415048
b3313,10.92001947,10.88819102,10.83193698,10.99649281,11.02080424,11.06699461,10.98570768,10.58109562,11.59929796,10.99353447,10.58529751,10.92489321,10.86191404,10.4434134,11.48481888,10.93077673,10.56185227,10.87394169,10.86908493,10.49748316,10.89767356,10.63246064,10.85267738
b3314,10.9736347,10.97245907,10.95385921,11.09514965,11.11423613,11.09708471,11.00958225,10.7572516,11.57614648,11.0038723,10.66024528,10.94284875,10.85725741,10.58914121,11.53204353,11.10721007,10.62456908,10.98562542,10.84043049,10.56110836,11.00554261,10.65980441,10.85674972
b3315,11.1622782,11.08414342,11.14993219,11.16174305,11.22457344,11.29690182,11.1445844,10.78515994,11.83949964,10.99912933,10.59884475,11.16770765,11.01223705,10.67174086,11.7388948,10.91170199,10.38536926,11.16530252,11.03346204,10.73765004,11.12496967,10.74048135,11.07096405
b3316,11.27367893,11.23191249,11.27205546,11.16321263,11.32084279,11.25949708,11.10779888,10.8384495,11.81721666,10.94191271,10.39357485,11.13609745,11.10983708,10.65044948,11.65408833,10.83629847,10.24973228,11.11334063,11.07037784,10.94696884,11.21320135,10.91456353,11.07106594
b3317,11.05540675,11.02426514,11.04970241,11.10265868,11.13823803,11.14795288,11.0156239,10.74670937,11.62054523,10.85808919,10.51092055,10.95436699,10.90843202,10.57324789,11.65059988,10.79806925,10.24654968,10.99832287,10.93906559,10.68934815,11.05531662,10.75551686,10.97336568
b3318,11.06700349,11.18511104,11.24314714,11.10188808,11.15525579,11.1916548,11.18224321,10.88249724,11.67572692,10.90155973,10.54984904,11.10767739,11.01876323,10.6790826,11.51654979,10.84236829,10.36998943,11.08001762,10.95977237,10.79387456,11.05510177,10.91383121,11.04493848
b3319,10.75928375,10.71699581,10.71772987,10.82581844,10.84235595,10.92357183,10.75719166,10.58210487,11.36497281,10.7063342,10.41086951,10.73264526,10.66869496,10.32607562,11.36610436,10.63079085,10.12717451,10.79386893,10.75157972,10.41182848,10.82792433,10.442425,10.66510916
b3320,11.3936982,11.37597419,11.32762305,11.42136408,11.4513427,11.41824244,11.40706949,11.12641833,11.93410183,11.32409057,10.95835035,11.3095222,11.22205241,10.96202242,11.87767012,11.34630453,10.8205285,11.34148251,11.2907925,10.99151458,11.36689624,11.17194035,11.24798003
b3321,11.92790621,12.00631383,12.03393521,11.77511285,11.84351662,11.84364319,11.70896349,11.51421386,12.18197616,11.51618744,11.20148244,11.71665493,11.70293099,11.36233029,12.06009615,11.55377436,11.20165984,11.6878476,11.63180845,11.65335201,11.89397396,11.63811757,11.66165836
b3322,3.851041124,3.984033623,4.053204665,4.089913406,4.1497321,3.963214007,4.005216076,4.339599785,4.353021726,4.076282071,3.911665437,3.672303661,4.390220309,4.135542936,4.526900248,3.70625417,3.982892059,4.135550304,4.086366428,3.965963565,4.264462154,3.842317051,4.067666736
b3323,2.131587418,2.274509811,2.108105667,2.420490111,2.653605475,2.591584344,2.691111249,2.556248484,2.521865634,2.46830481,2.395401755,2.063558186,2.565254781,2.384735854,2.619366605,2.488495916,2.314798229,2.20949315,2.477091496,2.434301276,2.57808844,2.33342709,2.49154394
b3324,1.523378549,1.59774833,1.615815533,2.124718593,1.498593959,1.794982362,1.677115541,1.078561652,2.044796649,1.896303423,1.53172302,1.373720096,1.273642833,1.611578028,2.215617014,1.685057873,1.62252681,1.534046269,0.761607488,1.448656273,1.683764922,1.34346335,1.917066371
b3325,2.841601296,2.616024714,2.882571127,2.037952699,2.241609615,2.003664377,2.05018985,2.116552658,2.78193464,2.017430989,2.13531063,2.318880245,2.073321871,2.002312811,2.817204794,1.986306,1.979636942,2.397508381,2.241420758,2.178921522,2.044621006,2.227527354,2.206059392
b3326,1.988244358,1.805047581,2.181765872,1.453400236,1.53543812,1.306495767,1.301552955,1.079400103,2.014687636,1.355600514,1.029536819,1.228692439,1.356823248,1.33808826,1.719642522,1.336203814,1.18395498,1.513937129,1.693083114,1.229229483,1.258425935,1.459256278,1.197605845
b3327,1.332026899,1.711758846,1.219967575,1.376839439,1.29395684,1.567805235,1.226870748,1.370121774,1.771994815,1.51399365,1.096011983,1.009007849,1.428306654,1.177177361,1.678393679,1.283815915,0.83787941,1.445366723,1.178946277,1.123687891,1.054786279,1.174933196,1.252891833
b3328,1.064466821,1.353172534,1.190475828,0.65008981,1.09339155,0.969910733,1.197272012,0.810062346,0.829071504,1.148823225,0.697596241,0.991501854,0.911044248,0.654906633,0.828660876,1.28962727,0.718593783,0.986353616,1.198808351,0.463702604,0.258573588,1.224532561,1.373849642
b3329,2.065875122,1.539773026,1.759601826,1.302580396,0.857112915,1.10616007,0.454354024,1.633457964,1.502844155,1.360761449,1.648956442,1.129764213,1.531211077,1.403097144,1.662685679,0.915492739,0.636392111,1.124138971,1.513158687,0.723444824,1.231840556,0.577277756,0.890891048
b3330,1.008420572,1.486207754,1.896851922,1.069960516,0.728447784,0.530429204,1.699309822,1.669997997,1.796787152,1.639618718,0.782826914,0.754521219,1.014464614,1.472601114,1.484619094,0.563913485,1.457042476,0.933217743,1.000545607,0.909577278,1.241669299,1.074792773,1.106117379
b3331,1.638651299,1.216338642,1.460030054,1.091386147,1.088167382,0.651975636,0.567153705,1.085590679,1.290489699,0.381019849,0.825348509,1.217272099,0.409153399,0.513949853,0.366290138,0.822652078,0.849184238,0.908464764,1.088040536,0.509503393,0.908674531,1.189214406,0.799910193
b3332,1.77779775,1.368387843,1.628926131,1.180761291,1.511169451,1.293335145,1.447157952,1.420360245,1.401556592,1.059161591,1.075264237,1.21392595,1.414419334,1.188175595,1.025944498,0.794859568,1.103962504,1.15242647,1.448883138,1.332632259,1.363314893,1.289888627,1.325087244
b3333,2.329027816,2.251233385,1.931541894,1.973616189,2.020564547,1.984841937,1.709566483,1.939051391,2.148411843,1.783676943,1.773049571,1.99093645,2.215416138,2.084998596,2.123717857,1.953578396,1.96904213,1.841741865,1.711457718,1.776069408,1.900318926,1.899442066,1.444589285
b3334,2.930185813,2.694821607,2.823411159,2.636227492,2.789040492,2.648859216,1.787336253,2.401885028,2.745358694,2.489637137,2.357972315,2.553842727,2.185026195,2.767613367,3.125169394,2.558619418,2.021552218,2.835788467,2.025207062,2.457411479,2.400608375,2.263653336,2.561698764
b3335,1.76435025,2.197579046,1.801211153,2.187442526,1.928889994,1.944486898,2.118143734,1.925301441,1.810771387,2.182334452,2.247667615,2.067689272,2.141611791,1.943154141,2.132247128,2.321848225,1.688981452,1.921801023,1.922091065,2.064735471,1.969615004,1.940176289,1.984079638
b3336,9.138051448,9.294922875,9.349870673,8.997678549,9.039975256,9.040934024,6.154831426,9.687316362,9.437857338,9.009997544,9.300535689,9.849576101,6.344047327,9.440646064,9.40997034,9.154547578,9.499474745,9.865922826,6.393557466,9.515305808,9.047944822,9.380038152,9.698596981
b3337,7.200713568,7.156662646,7.285870768,8.991674168,9.058627268,8.961283624,6.500681986,8.417590067,8.835041719,8.980209246,8.650481724,7.996533507,6.758634528,8.595606733,8.99060555,8.962493875,8.420937916,7.993701887,6.533899667,8.546668401,8.859211382,8.483358997,8.182768788
b3338,4.455379167,4.511644014,4.494587492,4.636841434,4.565139357,4.529986176,4.208213186,4.467699099,4.791943362,4.876183306,4.88964093,4.29322493,4.146617649,4.47875737,4.88026857,4.649131241,4.809658904,4.266737741,4.248580552,4.325110578,4.55848011,4.456668272,4.221957662
b3339,12.81814709,12.72920496,12.78318114,12.92905052,12.93571656,12.93049265,13.17052351,12.85665846,13.17751376,12.68989666,12.57446643,12.98860868,13.11884872,12.71567982,13.12853981,12.72331448,12.42651975,12.99659534,13.12117637,12.84499914,12.90430757,12.83097668,12.9700624
b3340,11.28356457,11.23065525,11.29639802,11.44282249,11.50012423,11.51617172,11.60370977,11.21352624,11.94675223,11.25093735,10.92609398,11.44825907,11.52246836,11.05697415,11.93906771,11.17833698,10.69348544,11.43483997,11.55994791,11.20332298,11.43467442,11.26008382,11.44368174
b3341,11.56018107,11.49671947,11.60154819,11.57066114,11.61565459,11.56585021,11.55833074,11.2777991,11.97591147,11.30484708,10.90856837,11.4309817,11.57310064,11.20182744,11.92055113,11.38296363,10.81100863,11.46774644,11.49097621,11.25413774,11.53156292,11.29278773,11.41815514
b3342,11.23925178,11.19639334,11.32786656,11.40916014,11.40073773,11.44334954,11.48331191,11.08976991,11.76281353,11.37995013,10.97234566,11.23563622,11.38206275,10.9948589,11.77424714,11.28560418,10.77881182,11.25695686,11.38435856,10.89749074,11.25821606,11.00828153,11.20603636
b3343,7.116511466,6.977052916,6.997278014,6.692763235,6.944086178,6.719683871,6.643592044,6.312434005,7.528602642,6.576206558,6.578417558,6.637998184,6.742974414,6.341502711,7.404942458,6.421966093,6.068432357,6.476376532,6.781620854,6.55180034,6.776970147,6.352987317,6.543565043
b3344,7.020180075,6.7405113,6.714343883,6.960174391,6.954152006,7.009459549,7.158376505,6.788185623,7.514694515,6.766493236,6.528058693,6.44443639,7.049684989,6.634083359,7.528590597,6.646479869,6.628186364,6.548986034,7.112610065,6.492069583,6.956918639,6.633478335,6.586894551
b3345,6.904828208,6.959130221,6.844537821,6.999145707,7.077778952,7.042846859,7.311155362,6.663752481,7.770183094,6.981573103,6.794656248,6.832476848,7.343598188,6.747121394,7.687089201,6.848227972,6.724199789,6.734640913,7.376730088,6.743966342,6.955111563,6.746040999,6.778169885
b3346,7.886573888,7.687854518,7.743930436,7.959764306,8.018203,8.046858345,8.24804219,7.685802628,8.618783447,7.73818747,7.429574231,7.636970255,8.312647087,7.709865813,8.420662534,7.670953974,7.225127525,7.694453967,8.092451062,7.821263346,7.984947792,7.773785578,7.720807707
b3347,8.153610606,8.204568411,8.136267183,8.122871148,8.139394456,8.166150186,8.805868801,8.299722841,8.445226357,8.140789202,8.312947238,8.325394164,8.790590109,8.242120743,8.435169631,8.185836519,8.337230531,8.238336409,8.906259224,8.12914085,8.137315201,8.19621169,8.252037041
b3348,6.353382656,6.362650945,6.544178764,6.470324478,6.577114808,6.654017536,6.676513396,6.275354484,6.881046849,6.450063095,6.432857823,6.141045667,6.546009099,6.29219079,7.067059827,6.662489055,6.408118204,6.232210788,6.56541171,6.28452435,6.500015951,6.370436379,6.259301894
